ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
038549744X,English Passengers,Matthew Kneale,2001,Anchor Books/Doubleday
345446666,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett
553255762,Maya Angelou: Poems,MAYA ANGELOU,1996,Bantam
671690094,ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank,1989,Pocket
446611921,The Millionaires,Brad Meltzer,2002,Warner Vision
525945725,The Darwin Awards: Evolution in Action,Wendy Northcutt,2000,Dutton Books
380710722,It's Always Something,Gilda Radner,1990,Avon
679776591,Fugitive Pieces,Anne Michaels,1998,Vintage Books USA
340411566X,Der Club der toten Dichter. Roman.,Nancy H. Kleinbaum,1990,LÃ?Â¼bbe
670853097,The Stone Diaries,Carol Shields,1994,Viking Books
671000314,FLOOD TIDE,Clive Cussler,1998,Pocket Books
517703963,Midwives,Chris Bohjalian,1997,Random House~trade
087113795X,Peace Like a River,Leif Enger,2001,Grove/Atlantic
446522597,The Winner,David Baldacci,1997,Warner Books
1558746226,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998,Health Communications
375502912,Seabiscuit: An American Legend,LAURA HILLENBRAND,2001,Random House
375506276,The Fourth Hand,JOHN IRVING,2001,Random House
440234700,The Bridegroom,Joan Johnston,1999,Island
743237196,Fall on Your Knees,Ann-Marie MacDonald,2002,Simon & Schuster
684803968,LET ME CALL YOU SWEETHEART,Mary Higgins Clark,1995,Simon & Schuster
553582364,A Traitor to Memory,Elizabeth George,2002,Bantam Books
446611476,Stone Kiss,Faye Kellerman,2003,Warner Books
553284363,Payment in Blood,Elizabeth George,1990,Bantam Books
451200152,The Town,Bentley Little,2000,Signet Book
743411331,Never Change,Elizabeth Berg,2002,Washington Square Press
451451430,Nightseer,Laurell K. Hamilton,2004,Roc
345440781,The Redemption of Althalus,David Eddings,2001,Del Rey Books
743431014,Songs of the Humpback Whale : A Novel in Five Voices,Jodi Picoult,2001,Washington Square Press
051770739X,Downsize This!,Michael Moore,1996,Crown Publishers
451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
515124893,Homeport,Nora Roberts,1999,Jove Books
671528203,Stillwatch,Mary Higgins Clark,1997,Pocket
61012165,Glimmering,Elizabeth Hand,1998,HarperTorch
553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam
786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion
515133973,Midnight Bayou,Nora Roberts,2004,Jove Books
425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group
067189109X,The Blessing,Jude Deveraux,1999,Pocket Star
067162461X,LONESOME DOVE  M,Larry McMurtry,1989,Pocket
440229499,Gathering Blue (Readers Circle),LOIS LOWRY,2002,Laurel Leaf
671702513,The Prize,Julie Garwood,1991,Pocket
449911594,Dinner at the Homesick Restaurant : A Novel,ANNE TYLER,1996,Ballantine Books
151002290,East of the Mountains,David Guterson,1999,Harcourt
385333412,Dating Big Bird,Laura Zigman,2001,Delta
60084405,Bread Alone : A Novel,Judith R. Hendricks,2002,Perennial
345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books
375504036,Big Stone Gap : A Novel,ADRIANA TRIGIANI,2000,Random House
140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985,Penguin USA
99740516,Fall on Your Knees,Ann-Marie MacDonald,1997,Vintage
689824750,Among the Hidden,Margaret Peterson Haddix,2000,Aladdin
804108897,Earthly Possessions,Anne Tyler,1993,Ivy Books
553246895,The Heart of a Woman,Maya Angelou,1984,Bantam Books
385501560,Choke,Chuck Palahniuk,2001,Doubleday Books
446525774,Saving Faith,David Baldacci,1999,Warner Books
006440630X,The Midwife's Apprentice (Trophy Newbery),Karen Cushman,1996,HarperTrophy
553565060,Deception,Amanda Quick,1994,Bantam
345430573,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),P. D. James,1999,Ballantine Books
671507036,Montana 1948 : Montana 1948,Larry Watson,1995,Washington Square Press
821776037,Whispers,Lisa Jackson,2003,Kensington Publishing Corporation
142001821,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books
380719185,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean P. Sasson,1997,Avon Books
452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books
385316917,Special Delivery,Danielle Steel,1997,Delacorte Press
385335431,Answered Prayers,Danielle Steel,2002,Delacorte Press
385333463,His Bright Light: The Story of Nick Traina,Danielle Steel,1998,Delacorte Press
440205573,Star,Danielle Steel,1990,Dell
440221501,Lightning,DANIELLE STEEL,1996,Dell
385313012,Silent Honor,Danielle Steel,1996,Delacorte Press
385333064,The House on Hope Street,Danielle Steel,2000,Delacorte Press
440201926,Kaleidoscope,Danielle Steel,1988,Dell
440176484,Secrets,DANIELLE STEEL,1986,Dell
553576143,The Cry of the Halidon,Robert Ludlum,1996,Bantam Books
446612731,The Black Echo,Michael Connelly,2002,Warner Books
670894184,Back Roads,Tawni O'Dell,2000,Viking Books
61092037,The Fourth Estate,Jeffrey Archer,1997,HarperTorch
486270629,A Doll's House,Henrik Ibsen,1992,Dover Publications
440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
440216818,Daybreak,Belva Plain,1995,Dell Publishing Company
446526126,Ten Things I Wish I'd Known Before I Went Out into the Real World,Maria Shriver,2000,Warner Books
385319568,The Long Road Home,DANIELLE STEEL,1998,Delacorte Press
62515845,The Invitation,Oriah Mountain Dreamer,1999,Harper SanFrancisco
679454497,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf
505525178,Improper English,Katie Macalister,2003,Love Spell
441008658,Spindle's End,Robin McKinley,2001,Ace Books
345368991,The Chronicles of Pern: 1st Fall (The Dragonriders of Pern),Anne McCaffrey,1994,Del Rey Books
038079828X,Petals on the River (Avon Historical Romance),Kathleen E. Woodiwiss,1998,Avon
671010085,One Pink Rose (Clayborne Brides),Julie Garwood,1997,Pocket
345457641,A Thousand Days in Venice: An Unexpected Romance (Ballantine Reader's Circle),Marlena De Blasi,2003,Ballantine Books
515111317,The Heiress Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books
446356611,Rage of Angels,Sidney Sheldon,1988,Warner Books
446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books
553574574,Beach Music,Pat Conroy,1996,Bantam Books
812534832,Demons Don't Dream (Xanth),Piers Anthony,1994,Tor Books
60194790,Waiting : The True Confessions of a Waitress,Debra Ginsberg,2000,HarperCollins Publishers
452280397,Paradise,Toni Morrison,1999,Plume Books
345391373,An Incomplete Education,Judy Jones,1995,Ballantine Books
375724443,Ava's Man,Rick Bragg,2002,Vintage Books USA
034541005X,The Power of One,Bryce Courtenay,1992,Ballantine Books
688163165,Mystic River,Dennis Lehane,2001,William Morrow & Company
64400204,Sounder,William H. Armstrong,1972,HarperTrophy
60557540,The Known World,Edward P. Jones,2003,Amistad
525947671,The Lady and the Unicorn,Tracy Chevalier,2003,Dutton Adult
804113475,Ladder of Years,Anne Tyler,1997,Ivy Books
440147956,Light a Penny Candle,Maeve Binchy,1994,Dell Publishing Company
763616052,Because of Winn-Dixie,Kate Dicamillo,2001,Candlewick Press (MA)
440212359,London Transports,Maeve Binchy,1995,Dell Publishing Company
006104444X,Zen Attitude,Sujata Massey,2000,HarperTorch
515113328,The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books
345368436,Starship Titanic,Terry Jones,1998,Ballantine Books
515093203,The Cat Who Played Post Office (Cat Who... (Paperback)),Lilian Jackson Braun,1991,Jove Books
446525731,The Christmas Train,David Baldacci,2002,Warner Books
515107867,The Cat Who Knew a Cardinal,Lilian Jackson Braun,1995,Jove Books
515132268,The Cat Who Smelled a Rat (Cat Who... (Paperback)),Lilian Jackson Braun,2002,Jove Books
451190572,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book
525940413,So Far,Kelsey Grammer,1995,Penguin USA
671532642,RESTAURNT END UNIV (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1984,Pocket
515109509,The Cat Who Moved a Mountain,Lilian Jackson Braun,1992,Jove Books
449225046,Black Lightning,John Saul,1996,Ballantine Books
836217241,The Far Side Gallery 4,Gary Larson,1993,Andrews McMeel Publishing
449208281,The Unexpected Mrs. Pollifax,DOROTHY GILMAN,1985,Fawcett
446672351,Reservation Blues,Sherman Alexie,1996,Warner Books
345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY,1986,Del Rey
61097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
055327449X,The Illustrated Man (Grand Master Editions),RAY BRADBURY,1983,Spectra
425093328,The Cat Who Walks Through Walls,Robert A. Heinlein,1986,Penguin Putnam~mass
312979533,A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks
425155404,Invasion,Robin Cook,1997,Berkley Publishing Group
452262933,1984,George Orwell,1983,Plume Books
679740678,The Man in the High Castle,PHILIP K. DICK,1992,Vintage
006447108X,The Last Battle,C. S. Lewis,1994,HarperCollins
451409973,Julie and Romeo: A Novel,Jeanne Ray,2001,Onyx Books
067187098X,For the Roses,Julie Garwood,1996,Pocket
380844001,A Rose in Winter,Kathleen E. Woodiwiss,1983,Avon
140620753,Northanger Abbey (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
689714335,The Cat Who Went to Heaven,Elizabeth Coatsworth,1990,Aladdin
1400030382,The Piano Tuner : A Novel,DANIEL MASON,2003,Vintage
3379015180,Schlafes Bruder,Robert Schneider,1994,Reclam
375411070,Basket Case,CARL HIAASEN,2002,Knopf
440343690,I Heard the Owl Call My Name,Margaret Craven,1993,Laurel
1853260231,Frankenstein (Wordsworth Classics),Mary Wollstonecraft Shelley,1997,NTC/Contemporary Publishing Company
802135226,The Passion,Jeanette Winterson,1997,Grove Press
375712925,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),Stephen L. Carter,2003,Vintage Books USA
446678457,Cane River (Oprah's Book Club (Paperback)),Lalita Tademy,2002,Warner Books
399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group
440178002,Shogun,JAMES CLAVELL,1986,Dell
60976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial
767905202,Mr. Maybe,Jane Green,2002,Broadway Books
3442727952,GefÃ?Â¤hrliche Geliebte.,Haruki Murakami,2002,btb
688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill
743225082,Man and Boy: A Novel,Tony Parsons,2002,Touchstone
425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group
055358183X,The Bride and the Beast,TERESA MEDEIROS,2001,Bantam
671867164,The Lottery Winner: Alvirah and Willy Stories,Mary Higgins Clark,1994,Simon & Schuster
394589955,Vox,Nicholson Baker,1992,Random House Inc
60740450,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial
836220498,Night Of Crash-Test Dummies,Gary Larson,1988,Andrews McMeel Publishing
1551660717,Forbidden Fruit,Erica Spindler,1996,Mira
451199685,False Pretenses,Catherine Coulter,2004,Signet Book
679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf
345377648,Lasher (Lives of the Mayfair Witches),Anne Rice,1994,Ballantine Books
345310020,Chronicle of a Death Foretold,GABRIEL GARCIA MARQUEZ,1984,Ballantine Books
64403688,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy
374480095,Tuck Everlasting,Natalie Babbitt,1985,Farrar
553210351,The Death of Ivan Ilyich,LEO TOLSTOY,1981,Bantam Classics
553269631,The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam
915811006,Way of the Peaceful Warrior: A Book That Changes Lives (Peaceful Warrior),Dan Millman,1984,Pub Group West
3499121581,Rubinroter Dschungel.,Rita Mae Brown,1987,Rowohlt Tb.
380792648,Subterranean,James Rollins,1999,Avon
679751319,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,Helen Prejean,1996,Vintage Books USA
553277537,Dandelion Wine (Grand Master Editions),RAY BRADBURY,1985,Bantam
449910237,Moo,Jane Smiley,1996,Ballantine Books
380726238,A Drink Before the War (Patrick Kenzie/Angela Gennaro Novels),Dennis Lehane,1996,HarperTorch
399148701,Red Rabbit,Tom Clancy,2002,Putnam Publishing Group
399131493,Red Storm Rising,Tom Clancy,1986,Putnam Publishing Group
679736395,Darkness Visible: A Memoir of Madness,William Styron,1992,Vintage Books USA
837850681,The Story of Jonah (An Alice in Bibleland Storybook),Alice Joyce Davidson,1984,C.R. Gibson Company
425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
61096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch
805029648,Dave Barry's Bad Habits a 100% Fact-Free Book,Dave Barry,1993,Henry Holt & Company
345409973,The Cobra Event,Richard Preston,1998,Ballantine Books
345413865,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,Ballantine Books
446609404,Cradle and All,James Patterson,2001,Warner Vision
449203794,Space,James A. Michener,1988,Fawcett Books
1573221937,How to Be Good,Nick Hornby,2001,Riverhead Books
441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter
441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books
140043128,One Flew over the Cuckoo's Nest,Ken Kesey,1976,Penguin Books
60557257,Sushi for Beginners,Marian Keyes,2004,HarperTorch
373835876,Simply Sinful (Simply (Harlequin)),Carly Phillips,2003,Harlequin
312983301,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004,St. Martin's Paperbacks
373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette
1551669374,Sisters Found,Joan Johnston,2002,Mira
440225299,Numbered Account,CHRISTOPHER REICH,1998,Dell
671642561,Fallen Hearts,V.C. Andrews,1988,Pocket
671695126,Secrets of the Morning (Cutler),V.C. Andrews,1991,Pocket
671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket
425144372,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group
60256656,The Giving Tree,Shel Silverstein,1964,HarperCollins Publishers
349111863,Sex and the City,Candace Bushnell,2000,Trafalgar Square
044024126X,Taken,Thomas H. Cook,2002,Dell Publishing Company
067172939X,Dark Angel (Casteel),V.C. Andrews,1990,Pocket
671729446,Heaven (Casteel),V.C. Andrews,1990,Pocket
28604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.
425186709,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2002,Berkley Publishing Group
671026682,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,2000,Pocket
399151613,The Jane Austen Book Club,Karen Joy Fowler,2004,Marian Wood Book
684834731,The Locket : A Novel (Christmas Box Trilogy),Richard Paul Evans,1998,Simon & Schuster
345373707,Cry to Heaven,Anne Rice,1991,Ballantine Books
670839531,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books
446358584,The Talbot Odyssey,Nelson DeMille,1991,Warner Books
374121230,Child of My Heart,Alice McDermott,2002,Farrar Straus & Giroux
671014218,The Mulberry Tree,Jude Deveraux,2002,Atria Books
553578529,Into the Wilderness,Sara Donati,1999,Bantam Books
515123447,Killing Floor,Lee Child,1998,Jove Books
441010512,Club Dead (Southern Vampire Mysteries),Charlaine Harris,2003,Ace Books
385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese
088730866X,The Dilbert Future: Thriving on Stupidity in the 21st Century,Scott Adams,1997,HarperCollins Publishers
385507607,The Probable Future,ALICE HOFFMAN,2003,Doubleday
743206061,The Second Time Around : A Novel,Mary Higgins Clark,2003,Simon & Schuster
089296765X,Dead Midnight (Sharon McCone Mysteries (Hardcover)),Marcia Muller,2002,Mysterious Press
553802461,Dead Aim,IRIS JOHANSEN,2003,Bantam
440224071,Los Alamos: A Novel,Joseph Kanon,1998,Island
440174643,Roots,ALEX HALEY,1980,Dell
449221393,Driving Force,Dick Francis,1994,Fawcett Books
553275100,The Butcher's Theater,Jonathan Kellerman,1989,Bantam Books
671660632,Dirk Gently's Holistic Detective Agency,Douglas Adams,1988,Pocket
345323750,The Life and Loves of a She-Devil,Fay Weldon,1993,Ballantine Books
310209307,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel,1998,Zondervan Publishing Company
60177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,Erma Bombeck,1995,Harpercollins
440214114,Mixed Blessings,DANIELLE STEEL,1993,Dell
671016652,Three Wishes,Barbara Delinsky,1998,Pocket
312099436,Women of the Silk : A Novel,Gail Tsukiyama,1993,St. Martin's Griffin
446357421,If Tomorrow Comes,Sidney Sheldon,1988,Warner Books
399141065,Contagion,Robin Cook,1995,Putnam Pub Group
553212478,Frankenstein (Changing Our World),Mary Wollstonecraft Shelley,1984,Bantam
842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers
553106333,Ashes to Ashes,Tami Hoag,1999,Bantam
425168298,Secret Prey,John Sandford,2003,Berkley Publishing Group
553213423,Great Expectations (Bantam Classic),Charles Dickens,1982,Bantam
937611018,You Can Heal Your Life/101,Louise L. Hay,1985,Hay House
385285965,Legends of the Fall,Jim Harrison,1980,Delacorte Press
671689746,Sweet Liar,Jude Deveraux,1993,Pocket
380790904,Well Favored Gentleman (Avon Historical Romance),Christina Dodd,1998,Avon
553574566,A Monstrous Regiment of Women,LAURIE R. KING,1996,Bantam
553347756,Wild Mind: Living the Writer's Life,Natalie Goldberg,1990,Bantam
61099732,Outer Banks,Anne Rivers Siddons,1992,HarperTorch
515110396,Compelling Evidence,Steven Paul Martini,1993,Jove Books
385335555,Tell No One,HARLAN COBEN,2001,Delacorte Press
385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
61099155,People of Darkness (Jim Chee Novels),Tony Hillerman,1991,HarperTorch
345315715,Robots of Dawn (Robots of Dawn),Isaac Asimov,1989,Del Rey Books
1551667010,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,2003,Mira
440220793,The 13th Juror,John T. Lescroart,1995,Dell
425146413,Night Prey,John Sandford,2004,Berkley Publishing Group
515094773,Vows,LaVyrle Spencer,1996,Jove Books
349107688,Whit,Iain Banks,1996,Little Brown and Company
345333926,Ringworld,Larry Niven,1990,Del Rey Books
446603503,Superstitious,R. L. Stine,1996,Warner Books
